-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 09/27/2024 through 10/01/2024 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI
37.75,-100.25,2024,275,19.6,19.53,-999.0
37.75,-99.75,2024,275,19.46,19.4,-999.0
37.75,-99.25,2024,275,19.46,19.4,-999.0
37.75,-98.75,2024,275,19.35,19.19,-999.0
37.75,-98.25,2024,275,19.35,19.19,-999.0
37.75,-97.75,2024,275,19.27,19.07,-999.0
37.75,-97.25,2024,275,19.27,19.07,-999.0
37.75,-96.75,2024,275,19.24,19.22,-999.0
37.75,-96.25,2024,275,19.24,19.22,-999.0
37.75,-95.75,2024,275,19.28,19.28,-999.0
37.75,-95.25,2024,275,19.28,19.28,-999.0
37.75,-94.75,2024,275,19.35,19.28,-999.0
38.25,-101.75,2024,275,19.52,19.32,-999.0
38.25,-101.25,2024,275,19.52,19.32,-999.0
38.25,-100.75,2024,275,19.37,19.16,-999.0
38.25,-100.25,2024,275,19.37,19.16,-999.0
38.25,-99.75,2024,275,19.25,19.06,-999.0
38.25,-99.25,2024,275,19.25,19.06,-999.0
38.25,-98.75,2024,275,19.17,18.88,-999.0
38.25,-98.25,2024,275,19.17,18.88,-999.0
38.25,-97.75,2024,275,19.12,18.74,-999.0
38.25,-97.25,2024,275,19.12,18.74,-999.0
38.25,-96.75,2024,275,19.12,18.66,-999.0
38.25,-96.25,2024,275,19.12,18.66,-999.0
38.25,-95.75,2024,275,19.16,18.99,-999.0
38.25,-95.25,2024,275,19.16,18.99,-999.0
38.25,-94.75,2024,275,19.21,19.08,-999.0
38.75,-101.75,2024,275,19.52,19.32,-999.0
38.75,-101.25,2024,275,19.52,19.32,-999.0
38.75,-100.75,2024,275,19.37,19.16,-999.0
38.75,-100.25,2024,275,19.37,19.16,-999.0
38.75,-99.75,2024,275,19.25,19.06,-999.0
38.75,-99.25,2024,275,19.25,19.06,-999.0
38.75,-98.75,2024,275,19.17,18.88,-999.0
38.75,-98.25,2024,275,19.17,18.88,-999.0
38.75,-97.75,2024,275,19.12,18.74,-999.0
38.75,-97.25,2024,275,19.12,18.74,-999.0
38.75,-96.75,2024,275,19.12,18.66,-999.0
38.75,-96.25,2024,275,19.12,18.66,-999.0
38.75,-95.75,2024,275,19.16,18.99,-999.0
38.75,-95.25,2024,275,19.16,18.99,-999.0
38.75,-94.75,2024,275,19.21,19.08,-999.0
39.25,-101.75,2024,275,19.32,19.01,-999.0
39.25,-101.25,2024,275,19.32,19.01,-999.0
39.25,-100.75,2024,275,19.2,18.97,-999.0
39.25,-100.25,2024,275,19.2,18.97,-999.0
39.25,-99.75,2024,275,19.09,18.82,-999.0
39.25,-99.25,2024,275,19.09,18.82,-999.0
39.25,-98.75,2024,275,19.05,18.87,-999.0
39.25,-98.25,2024,275,19.05,18.87,-999.0
39.25,-97.75,2024,275,19.02,18.57,-999.0
39.25,-97.25,2024,275,19.02,18.57,-999.0
39.25,-96.75,2024,275,19.02,18.32,-999.0
39.25,-96.25,2024,275,19.02,18.32,-999.0
39.25,-95.75,2024,275,19.05,19.05,-999.0
39.25,-95.25,2024,275,19.05,19.05,-999.0
39.25,-94.75,2024,275,19.06,18.59,-999.0
39.75,-101.75,2024,275,19.32,19.01,-999.0
39.75,-101.25,2024,275,19.32,19.01,-999.0
39.75,-100.75,2024,275,19.2,18.97,-999.0
39.75,-100.25,2024,275,19.2,18.97,-999.0
39.75,-99.75,2024,275,19.09,18.82,-999.0
39.75,-99.25,2024,275,19.09,18.82,-999.0
39.75,-98.75,2024,275,19.05,18.87,-999.0
39.75,-98.25,2024,275,19.05,18.87,-999.0
39.75,-97.75,2024,275,19.02,18.57,-999.0
39.75,-97.25,2024,275,19.02,18.57,-999.0
39.75,-96.75,2024,275,19.02,18.32,-999.0
39.75,-96.25,2024,275,19.02,18.32,-999.0
39.75,-95.75,2024,275,19.05,19.05,-999.0
39.75,-95.25,2024,275,19.05,19.05,-999.0
39.75,-94.75,2024,275,19.06,18.59,-999.0
